matter_id,law_firm,timekeeper_role,hours_billed,hourly_rate,invoice_amount,savings,approved_invoice_amount,budget_allocated,budget_variance,billing_violation_type,invoice_date
M-2577,Latham & Watkins,Partner,21.93,1215.0,26645.11,5329.02,21316.09,26464.81,180.3,Travel Billing,2025-05-19
M-1505,Hogan Lovells,Associate,39.86,495.0,19732.36,3946.47,15785.89,21198.43,-1466.06,Travel Billing,2025-04-28
M-3698,Baker & McKenzie,Associate,24.04,450.0,10818.09,1622.71,9195.37,9057.17,1760.92,Excess Research,2024-05-22
M-1645,DLA Piper,Associate,37.44,472.5,17692.25,2653.84,15038.41,20760.94,-3068.68,Excess Research,2024-10-18
M-2717,Allen & Overy,Partner,57.83,1080.0,62458.87,9368.83,53090.04,58237.25,4221.62,Excess Research,2024-07-02
M-3841,Baker & McKenzie,Partner,44.89,900.0,40398.41,6059.76,34338.65,48012.49,-7614.09,Excess Research,2025-03-29
M-2367,Allen & Overy,Partner,17.82,1080.0,19241.55,2886.23,16355.32,19468.59,-227.03,Excess Research,2024-10-03
M-1040,Hogan Lovells,Associate,59.21,495.0,29307.17,0.0,29307.17,33360.24,-4053.06,None,2024-07-22
M-2510,Clifford Chance,Partner,42.63,1170.0,49873.46,7481.02,42392.44,54730.17,-4856.71,Excess Research,2025-12-30
M-1195,DLA Piper,Associate,67.77,472.5,32022.72,0.0,32022.72,33586.66,-1563.94,None,2024-08-23
M-1983,Allen & Overy,Partner,34.83,1080.0,37612.08,0.0,37612.08,38962.38,-1350.3,None,2025-01-08
M-3271,Clifford Chance,Associate,22.85,585.0,13370.1,2674.02,10696.08,14057.59,-687.49,Travel Billing,2024-03-25
M-1726,Allen & Overy,Partner,27.44,1080.0,29631.75,0.0,29631.75,24031.22,5600.53,None,2024-07-06
M-2799,Clifford Chance,Partner,63.03,1170.0,73739.79,11060.97,62678.82,60949.21,12790.58,Excess Research,2024-10-08
M-1944,Baker & McKenzie,Associate,25.07,450.0,11282.2,0.0,11282.2,12310.39,-1028.18,None,2024-09-03
M-2453,Allen & Overy,Partner,45.86,1080.0,49533.53,9906.71,39626.82,51468.42,-1934.89,Travel Billing,2024-10-27
M-1056,Latham & Watkins,Partner,41.54,1215.0,50466.33,0.0,50466.33,52474.78,-2008.45,None,2025-08-26
M-2816,Skadden,Associate,62.98,630.0,39676.79,5951.52,33725.27,41381.64,-1704.85,Excess Research,2026-01-18
M-3574,Skadden,Partner,68.41,1260.0,86197.74,0.0,86197.74,91050.84,-4853.1,None,2025-05-08
M-1135,Freshfields,Partner,43.49,1125.0,48921.75,7338.26,41583.49,51139.89,-2218.14,Excess Research,2025-02-07
M-3927,Baker & McKenzie,Partner,39.75,900.0,35776.09,5366.41,30409.68,40434.23,-4658.14,Excess Research,2024-08-21
M-2929,White & Case,Partner,22.66,1035.0,23452.07,0.0,23452.07,19727.36,3724.71,None,2026-02-23
M-1275,Clifford Chance,Associate,43.29,585.0,25322.68,5064.54,20258.15,20283.02,5039.66,Travel Billing,2025-09-11
M-3666,Skadden,Partner,37.71,1260.0,47519.42,7127.91,40391.51,40093.42,7426.01,Excess Research,2024-04-05
M-1402,Hogan Lovells,Partner,46.76,990.0,46295.04,9259.01,37036.03,40738.35,5556.7,Travel Billing,2024-10-12
M-3141,Clifford Chance,Partner,57.71,1170.0,67516.58,0.0,67516.58,65094.08,2422.5,None,2024-04-11
M-1294,Freshfields,Partner,29.17,1125.0,32815.49,6563.1,26252.39,34656.34,-1840.85,Travel Billing,2025-02-27
M-1914,Latham & Watkins,Associate,34.05,607.5,20683.12,4136.62,16546.49,23038.41,-2355.29,Travel Billing,2024-03-26
M-2952,Allen & Overy,Associate,47.43,540.0,25610.04,5122.01,20488.03,23709.02,1901.02,Travel Billing,2024-04-06
M-1086,DLA Piper,Partner,20.27,945.0,19153.32,2873.0,16280.32,19622.39,-469.07,Excess Research,2024-10-16
M-1817,Hogan Lovells,Associate,47.16,495.0,23342.02,4668.4,18673.61,21188.79,2153.22,Travel Billing,2025-03-24
M-1572,Latham & Watkins,Associate,57.51,607.5,34935.02,6987.0,27948.02,32171.69,2763.33,Travel Billing,2024-12-28
M-1406,DLA Piper,Associate,36.89,472.5,17429.57,2614.44,14815.14,20148.2,-2718.63,Excess Research,2025-04-03
M-3849,Hogan Lovells,Partner,41.79,990.0,41371.01,0.0,41371.01,44020.76,-2649.76,None,2024-03-18
M-3942,Baker & McKenzie,Partner,34.57,900.0,31110.04,0.0,31110.04,36736.09,-5626.05,None,2025-02-09
M-3106,Skadden,Partner,28.76,1260.0,36235.24,5435.29,30799.95,40006.82,-3771.59,Excess Research,2025-05-19
M-2543,Skadden,Partner,40.75,1260.0,51346.39,7701.96,43644.43,55974.76,-4628.38,Excess Research,2024-07-30
M-3933,Hogan Lovells,Associate,61.74,495.0,30561.49,4584.22,25977.27,27741.63,2819.86,Excess Research,2026-01-26
M-1878,Skadden,Associate,71.74,630.0,45199.3,6779.9,38419.41,42960.72,2238.58,Excess Research,2024-08-26
M-2293,Baker & McKenzie,Associate,37.87,450.0,17040.46,2556.07,14484.39,19169.24,-2128.78,Excess Research,2026-01-18
M-2425,Linklaters,Partner,57.65,1080.0,62265.79,0.0,62265.79,55755.16,6510.62,None,2025-07-26
M-3940,Clifford Chance,Partner,40.0,1170.0,46800.84,0.0,46800.84,44183.35,2617.49,None,2024-11-18
M-1938,Baker & McKenzie,Associate,18.89,450.0,8500.0,1275.0,7225.0,9910.05,-1410.05,Excess Research,2025-10-24
M-2121,DLA Piper,Associate,41.78,472.5,19738.96,3947.79,15791.17,17815.43,1923.53,Travel Billing,2025-10-09
M-1527,Baker & McKenzie,Associate,50.82,450.0,22866.83,0.0,22866.83,20138.6,2728.22,None,2024-07-17
M-2588,Baker & McKenzie,Partner,50.32,900.0,45291.54,9058.31,36233.23,42817.6,2473.94,Travel Billing,2024-05-08
M-3123,Baker & McKenzie,Associate,60.43,450.0,27194.31,0.0,27194.31,29936.66,-2742.34,None,2026-03-01
M-3706,Baker & McKenzie,Associate,28.08,450.0,12635.38,2527.08,10108.3,13071.61,-436.23,Travel Billing,2024-04-16
M-3328,Hogan Lovells,Partner,31.26,990.0,30951.29,6190.26,24761.03,27239.3,3712.0,Travel Billing,2025-03-29
M-2478,Freshfields,Partner,30.87,1125.0,34728.67,5209.3,29519.37,29005.22,5723.45,Excess Research,2024-12-20
M-3543,Linklaters,Associate,47.91,540.0,25868.85,3880.33,21988.52,27305.98,-1437.13,Excess Research,2024-09-29
M-1900,Baker & McKenzie,Associate,16.37,450.0,7365.37,1473.07,5892.29,6739.21,626.16,Travel Billing,2025-10-27
M-1601,Allen & Overy,Partner,52.21,1080.0,56389.5,0.0,56389.5,55099.7,1289.8,None,2024-11-07
M-3194,Freshfields,Partner,31.67,1125.0,35628.74,0.0,35628.74,42658.01,-7029.27,None,2025-08-19
M-2315,Hogan Lovells,Partner,47.73,990.0,47253.79,7088.07,40165.72,40699.02,6554.77,Excess Research,2024-09-09
M-1603,Latham & Watkins,Partner,34.75,1215.0,42219.7,6332.95,35886.74,42773.58,-553.88,Excess Research,2024-07-10
M-2562,Freshfields,Associate,41.74,562.5,23478.45,0.0,23478.45,26685.22,-3206.77,None,2024-03-18
M-3703,Skadden,Partner,23.05,1260.0,29046.98,5809.4,23237.59,24678.79,4368.2,Travel Billing,2026-01-17
M-2968,Hogan Lovells,Partner,38.03,990.0,37648.21,5647.23,32000.98,30838.97,6809.24,Excess Research,2025-08-18
M-2368,Freshfields,Associate,69.26,562.5,38960.73,5844.11,33116.62,45491.3,-6530.57,Excess Research,2026-01-09
M-1211,White & Case,Associate,48.13,517.5,24907.85,4981.57,19926.28,26019.59,-1111.74,Travel Billing,2024-04-17
M-1261,Linklaters,Partner,43.12,1080.0,46565.89,9313.18,37252.71,40197.65,6368.24,Travel Billing,2024-05-27
M-2219,Clifford Chance,Partner,51.15,1170.0,59841.53,0.0,59841.53,60658.09,-816.56,None,2025-06-06
M-2812,Skadden,Associate,51.87,630.0,32680.68,4902.1,27778.57,39029.88,-6349.21,Excess Research,2025-10-10
M-2779,Hogan Lovells,Partner,33.3,990.0,32967.54,4945.13,28022.41,29481.65,3485.89,Excess Research,2024-04-29
M-1060,Linklaters,Associate,28.7,540.0,15496.26,2324.44,13171.82,14551.65,944.62,Excess Research,2025-07-04
M-1831,Linklaters,Partner,41.35,1080.0,44660.08,8932.02,35728.07,44726.58,-66.5,Travel Billing,2025-11-05
M-1698,Latham & Watkins,Associate,34.5,607.5,20961.35,4192.27,16769.08,19240.0,1721.35,Travel Billing,2026-01-11
M-1992,DLA Piper,Associate,36.16,472.5,17083.38,0.0,17083.38,19225.58,-2142.2,None,2024-11-02
M-2064,Clifford Chance,Partner,28.26,1170.0,33064.35,6612.87,26451.48,36784.48,-3720.13,Travel Billing,2024-06-19
M-1368,Baker & McKenzie,Associate,19.12,450.0,8603.45,1720.69,6882.76,8442.27,161.18,Travel Billing,2026-02-26
M-3539,Baker & McKenzie,Partner,5.94,900.0,5343.61,0.0,5343.61,5443.03,-99.42,None,2024-07-27
M-2325,Skadden,Partner,30.12,1260.0,37954.51,5693.18,32261.33,38571.56,-617.05,Excess Research,2026-03-04
M-2781,Allen & Overy,Partner,75.16,1080.0,81167.45,12175.12,68992.33,81133.37,34.08,Excess Research,2024-03-26
M-2113,Linklaters,Partner,41.04,1080.0,44327.82,8865.56,35462.26,45385.07,-1057.24,Travel Billing,2024-07-27
M-1254,Latham & Watkins,Partner,47.62,1215.0,57853.98,11570.8,46283.19,50431.12,7422.87,Travel Billing,2026-02-01
M-3424,Skadden,Partner,34.62,1260.0,43625.94,6543.89,37082.05,39692.62,3933.32,Excess Research,2025-05-06
M-3583,DLA Piper,Partner,48.65,945.0,45973.3,6895.99,39077.3,41417.15,4556.15,Excess Research,2025-06-12
M-3963,Linklaters,Associate,18.93,540.0,10224.06,2044.81,8179.25,10212.63,11.43,Travel Billing,2025-12-28
M-3778,Allen & Overy,Associate,63.78,540.0,34439.43,5165.91,29273.52,29217.33,5222.1,Excess Research,2025-07-22
M-3506,Skadden,Partner,18.49,1260.0,23300.17,0.0,23300.17,20142.26,3157.91,None,2024-12-21
M-1515,Skadden,Partner,8.59,1260.0,10820.48,1623.07,9197.41,11510.68,-690.2,Excess Research,2024-05-08
M-2210,Skadden,Associate,33.52,630.0,21119.97,0.0,21119.97,25132.45,-4012.48,None,2026-01-14
M-2547,Latham & Watkins,Associate,18.57,607.5,11278.51,1691.78,9586.73,13483.59,-2205.08,Excess Research,2024-12-17
M-2125,DLA Piper,Partner,39.87,945.0,37675.52,7535.1,30140.41,30334.69,7340.82,Travel Billing,2025-07-01
M-3183,White & Case,Partner,22.81,1035.0,23613.02,3541.95,20071.07,23630.78,-17.76,Excess Research,2025-07-06
M-3555,White & Case,Partner,46.4,1035.0,48019.64,9603.93,38415.72,48262.05,-242.4,Travel Billing,2025-04-12
M-1029,Baker & McKenzie,Partner,62.94,900.0,56649.87,8497.48,48152.39,65118.26,-8468.39,Excess Research,2024-08-27
M-1008,Freshfields,Associate,59.39,562.5,33406.17,0.0,33406.17,37889.41,-4483.24,None,2025-01-03
M-3879,Allen & Overy,Partner,20.05,1080.0,21649.92,0.0,21649.92,18104.57,3545.35,None,2025-07-25
M-1404,Baker & McKenzie,Associate,30.25,450.0,13613.15,2041.97,11571.18,11430.1,2183.05,Excess Research,2025-10-20
M-3984,Clifford Chance,Partner,56.35,1170.0,65929.96,9889.49,56040.46,62565.04,3364.92,Excess Research,2025-04-20
M-1502,DLA Piper,Partner,9.28,945.0,8770.79,1315.62,7455.17,7198.7,1572.09,Excess Research,2025-03-13
M-2108,Clifford Chance,Partner,37.68,1170.0,44082.93,6612.44,37470.49,39718.23,4364.7,Excess Research,2026-01-25
M-2772,Baker & McKenzie,Associate,37.64,450.0,16938.3,3387.66,13550.64,15546.27,1392.02,Travel Billing,2026-01-17
M-1097,Skadden,Partner,35.89,1260.0,45223.69,0.0,45223.69,43562.11,1661.58,None,2024-10-02
M-1866,Hogan Lovells,Partner,67.02,990.0,66352.62,13270.52,53082.1,70428.03,-4075.41,Travel Billing,2024-06-06
M-2751,Latham & Watkins,Associate,29.92,607.5,18177.9,3635.58,14542.32,17309.8,868.1,Travel Billing,2025-02-17
M-1665,Latham & Watkins,Partner,37.65,1215.0,45742.81,0.0,45742.81,37446.35,8296.45,None,2024-05-08
M-1103,Linklaters,Partner,32.43,1080.0,35029.51,7005.9,28023.61,37284.02,-2254.51,Travel Billing,2026-03-08
M-1321,Latham & Watkins,Partner,49.01,1215.0,59549.91,0.0,59549.91,57217.0,2332.92,None,2024-05-28
M-3743,Clifford Chance,Partner,51.77,1170.0,60573.33,0.0,60573.33,56492.0,4081.33,None,2024-11-21
M-3132,Clifford Chance,Associate,30.03,585.0,17568.95,2635.34,14933.6,17028.02,540.93,Excess Research,2024-10-02
M-2060,Linklaters,Partner,38.73,1080.0,41827.93,8365.59,33462.35,48499.27,-6671.34,Travel Billing,2024-10-27
M-2214,Freshfields,Associate,45.75,562.5,25736.13,3860.42,21875.71,25614.13,122.0,Excess Research,2025-09-07
M-2682,Freshfields,Partner,37.55,1125.0,42239.64,6335.95,35903.7,49077.64,-6838.0,Excess Research,2025-11-14
M-1525,Freshfields,Partner,13.09,1125.0,14727.87,2209.18,12518.69,17112.58,-2384.7,Excess Research,2025-09-22
M-2189,Allen & Overy,Associate,66.28,540.0,35789.16,7157.83,28631.33,31274.46,4514.7,Travel Billing,2024-04-16
M-3372,Latham & Watkins,Associate,32.66,607.5,19842.18,3968.44,15873.74,16237.21,3604.97,Travel Billing,2025-01-08
M-2161,Linklaters,Associate,6.06,540.0,3270.44,490.57,2779.87,3452.85,-182.42,Excess Research,2024-06-21
M-2270,White & Case,Associate,57.83,517.5,29927.7,4489.15,25438.54,27567.02,2360.68,Excess Research,2025-11-13
M-1097,Clifford Chance,Partner,28.09,1170.0,32861.63,0.0,32861.63,32738.56,123.07,None,2025-03-08
M-2638,DLA Piper,Partner,55.58,945.0,52519.2,0.0,52519.2,52544.11,-24.91,None,2025-06-14
M-1820,Linklaters,Associate,12.57,540.0,6788.72,0.0,6788.72,6811.9,-23.17,None,2025-02-09
M-2152,Baker & McKenzie,Partner,68.46,900.0,61616.95,0.0,61616.95,57955.12,3661.83,None,2025-12-21
M-1066,Hogan Lovells,Associate,36.99,495.0,18309.16,3661.83,14647.33,17567.34,741.82,Travel Billing,2024-04-18
M-3571,White & Case,Associate,52.22,517.5,27022.04,4053.31,22968.73,25298.18,1723.86,Excess Research,2024-10-04
M-2023,Clifford Chance,Partner,44.61,1170.0,52195.42,7829.31,44366.11,56818.18,-4622.76,Excess Research,2024-08-14
M-3093,Linklaters,Partner,55.93,1080.0,60406.9,9061.03,51345.86,64554.86,-4147.97,Excess Research,2024-03-25
M-2754,Baker & McKenzie,Partner,35.64,900.0,32078.2,4811.73,27266.47,31534.3,543.9,Excess Research,2025-01-30
M-3152,Latham & Watkins,Associate,66.24,607.5,40239.48,8047.9,32191.58,45087.57,-4848.09,Travel Billing,2024-08-06
M-1025,Hogan Lovells,Associate,27.65,495.0,13687.01,2737.4,10949.61,15384.14,-1697.13,Travel Billing,2025-03-28
M-1747,Latham & Watkins,Partner,27.9,1215.0,33903.75,6780.75,27123.0,32612.19,1291.56,Travel Billing,2025-09-19
M-3131,White & Case,Partner,52.48,1035.0,54319.96,10863.99,43455.97,50488.65,3831.31,Travel Billing,2024-08-17
M-1998,Allen & Overy,Associate,23.39,540.0,12628.31,0.0,12628.31,11448.21,1180.09,None,2024-05-26
M-3056,Latham & Watkins,Associate,15.45,607.5,9384.88,0.0,9384.88,10457.4,-1072.52,None,2024-03-14
M-1819,Hogan Lovells,Partner,22.47,990.0,22240.54,0.0,22240.54,19917.28,2323.26,None,2025-07-31
M-2353,White & Case,Associate,54.35,517.5,28125.77,5625.15,22500.62,22757.39,5368.38,Travel Billing,2025-11-18
M-2727,Freshfields,Associate,25.7,562.5,14455.38,2168.31,12287.08,16255.64,-1800.26,Excess Research,2026-01-03
M-2296,Linklaters,Associate,52.73,540.0,28475.91,4271.39,24204.52,27542.25,933.66,Excess Research,2025-10-15
M-3013,Linklaters,Partner,36.76,1080.0,39701.55,0.0,39701.55,47152.39,-7450.84,None,2025-09-16
M-3115,Linklaters,Associate,69.45,540.0,37503.97,7500.79,30003.17,44515.18,-7011.21,Travel Billing,2025-11-13
M-1335,White & Case,Associate,35.56,517.5,18403.6,0.0,18403.6,20547.81,-2144.21,None,2026-01-04
M-1805,Hogan Lovells,Associate,30.1,495.0,14901.77,0.0,14901.77,16490.26,-1588.49,None,2025-01-30
M-1444,White & Case,Associate,44.26,517.5,22905.04,3435.76,19469.29,23971.57,-1066.53,Excess Research,2025-05-13
M-1295,Latham & Watkins,Associate,55.64,607.5,33802.06,0.0,33802.06,37984.11,-4182.05,None,2025-12-17
M-2720,Linklaters,Partner,35.68,1080.0,38531.19,7706.24,30824.95,38470.22,60.97,Travel Billing,2025-08-09
M-2833,Clifford Chance,Associate,47.51,585.0,27791.6,0.0,27791.6,33060.69,-5269.09,None,2025-04-07
M-3882,Allen & Overy,Associate,47.49,540.0,25643.77,5128.75,20515.02,24864.92,778.85,Travel Billing,2024-06-10
M-2560,Allen & Overy,Partner,36.8,1080.0,39748.31,7949.66,31798.65,44471.56,-4723.25,Travel Billing,2025-12-07
M-3486,Latham & Watkins,Associate,27.45,607.5,16678.16,0.0,16678.16,17718.26,-1040.1,None,2026-01-21
M-3750,Hogan Lovells,Partner,38.46,990.0,38071.5,0.0,38071.5,39414.04,-1342.54,None,2025-11-07
M-1613,DLA Piper,Associate,15.35,472.5,7253.0,1087.95,6165.05,6554.07,698.93,Excess Research,2024-03-21
M-3333,Hogan Lovells,Partner,48.02,990.0,47541.12,9508.22,38032.9,53654.03,-6112.91,Travel Billing,2025-10-16
M-1272,Freshfields,Associate,49.29,562.5,27726.71,4159.01,23567.71,25885.78,1840.93,Excess Research,2024-06-29
M-2985,Latham & Watkins,Associate,37.72,607.5,22915.04,4583.01,18332.03,26793.91,-3878.87,Travel Billing,2026-02-24
M-1722,Baker & McKenzie,Partner,8.5,900.0,7652.41,1147.86,6504.55,8660.61,-1008.2,Excess Research,2024-06-20
M-2965,Skadden,Associate,30.95,630.0,19501.58,2925.24,16576.34,22994.85,-3493.28,Excess Research,2025-11-22
M-2097,Baker & McKenzie,Partner,39.98,900.0,35979.5,7195.9,28783.6,39106.28,-3126.78,Travel Billing,2026-03-01
M-1416,Hogan Lovells,Partner,35.11,990.0,34761.13,5214.17,29546.96,40566.33,-5805.2,Excess Research,2026-01-28
M-1780,Skadden,Associate,28.45,630.0,17923.27,0.0,17923.27,17237.57,685.7,None,2025-10-13
M-1706,Baker & McKenzie,Partner,13.56,900.0,12206.28,1830.94,10375.34,11764.76,441.52,Excess Research,2025-02-07
M-3065,Hogan Lovells,Partner,25.78,990.0,25520.3,0.0,25520.3,25919.68,-399.38,None,2025-12-18
M-3119,Hogan Lovells,Associate,24.11,495.0,11936.12,0.0,11936.12,10934.35,1001.78,None,2025-06-25
M-1557,Linklaters,Partner,43.8,1080.0,47307.59,9461.52,37846.07,44464.76,2842.84,Travel Billing,2024-09-07
M-2617,DLA Piper,Partner,42.94,945.0,40578.07,8115.61,32462.45,44372.54,-3794.48,Travel Billing,2024-08-10
M-2124,Latham & Watkins,Partner,42.18,1215.0,51252.14,10250.43,41001.71,50511.21,740.93,Travel Billing,2025-11-01
M-2346,Clifford Chance,Partner,36.52,1170.0,42724.4,8544.88,34179.52,40617.74,2106.66,Travel Billing,2025-08-26
M-3332,Baker & McKenzie,Associate,60.15,450.0,27065.61,0.0,27065.61,22552.11,4513.5,None,2024-11-20
M-2262,Skadden,Partner,9.6,1260.0,12091.41,0.0,12091.41,12220.74,-129.33,None,2024-04-17
M-2478,Allen & Overy,Partner,30.8,1080.0,33258.7,4988.8,28269.89,28373.81,4884.89,Excess Research,2026-02-05
M-2622,Freshfields,Partner,38.2,1125.0,42970.78,8594.16,34376.62,51055.07,-8084.29,Travel Billing,2025-11-10
M-2510,Baker & McKenzie,Partner,29.97,900.0,26976.12,5395.22,21580.9,25784.78,1191.35,Travel Billing,2024-03-26
M-2615,Clifford Chance,Partner,34.03,1170.0,39810.13,7962.03,31848.11,47257.23,-7447.1,Travel Billing,2025-01-27
M-3336,White & Case,Partner,30.99,1035.0,32071.9,0.0,32071.9,32620.54,-548.65,None,2024-08-28
M-1857,Skadden,Associate,45.65,630.0,28761.71,5752.34,23009.37,27653.64,1108.07,Travel Billing,2024-10-07
M-1710,Clifford Chance,Associate,64.37,585.0,37659.16,5648.87,32010.29,41301.41,-3642.25,Excess Research,2025-04-29
M-3336,Latham & Watkins,Partner,35.28,1215.0,42864.26,0.0,42864.26,37272.53,5591.72,None,2025-01-31
M-1296,Allen & Overy,Partner,33.64,1080.0,36334.95,7266.99,29067.96,33472.6,2862.35,Travel Billing,2025-05-21
M-1455,Allen & Overy,Associate,45.11,540.0,24361.21,4872.24,19488.97,25632.55,-1271.34,Travel Billing,2025-08-12
M-1723,Linklaters,Associate,51.51,540.0,27815.47,4172.32,23643.15,27197.06,618.42,Excess Research,2024-10-10
M-1533,Clifford Chance,Associate,70.07,585.0,40993.38,0.0,40993.38,46082.04,-5088.66,None,2025-03-09
M-2923,Freshfields,Partner,47.98,1125.0,53979.54,10795.91,43183.63,45741.42,8238.12,Travel Billing,2025-03-31
M-1962,Latham & Watkins,Partner,35.26,1215.0,42838.86,8567.77,34271.09,37126.14,5712.72,Travel Billing,2024-12-24
M-1549,Hogan Lovells,Partner,32.94,990.0,32605.76,6521.15,26084.61,36712.02,-4106.26,Travel Billing,2024-11-16
M-2822,White & Case,Associate,5.0,517.5,2587.5,517.5,2070.0,2570.27,17.23,Travel Billing,2024-08-29
M-3236,Hogan Lovells,Partner,15.35,990.0,15195.23,2279.28,12915.94,17761.03,-2565.8,Excess Research,2025-03-08
M-1873,Clifford Chance,Associate,45.92,585.0,26863.27,5372.65,21490.61,21555.52,5307.75,Travel Billing,2025-12-07
M-3118,Baker & McKenzie,Partner,49.48,900.0,44527.55,8905.51,35622.04,51926.52,-7398.97,Travel Billing,2025-10-21
M-2665,Clifford Chance,Partner,44.38,1170.0,51918.97,7787.85,44131.12,53564.15,-1645.18,Excess Research,2024-10-21
M-1555,Freshfields,Partner,52.07,1125.0,58584.0,11716.8,46867.2,56801.83,1782.17,Travel Billing,2025-11-29
M-1079,Baker & McKenzie,Partner,66.43,900.0,59788.83,11957.77,47831.07,66968.91,-7180.08,Travel Billing,2024-10-29
M-3440,Freshfields,Associate,45.16,562.5,25401.31,0.0,25401.31,29970.25,-4568.95,None,2024-09-16
M-3595,Freshfields,Associate,23.72,562.5,13344.7,0.0,13344.7,12563.25,781.45,None,2024-05-29
M-3652,Linklaters,Associate,43.07,540.0,23258.34,3488.75,19769.59,22742.28,516.06,Excess Research,2026-02-14
M-3766,DLA Piper,Associate,27.29,472.5,12895.03,2579.01,10316.03,12305.63,589.4,Travel Billing,2025-01-26
M-3560,Clifford Chance,Partner,41.53,1170.0,48587.29,0.0,48587.29,52924.22,-4336.92,None,2024-08-24
M-3266,Linklaters,Associate,50.13,540.0,27072.86,4060.93,23011.93,24316.85,2756.01,Excess Research,2024-04-25
M-1442,Baker & McKenzie,Associate,50.31,450.0,22639.79,3395.97,19243.82,18425.96,4213.83,Excess Research,2025-05-12
M-3526,Clifford Chance,Partner,26.29,1170.0,30762.56,0.0,30762.56,33371.02,-2608.46,None,2024-07-17
M-3063,Baker & McKenzie,Associate,40.27,450.0,18120.44,2718.07,15402.37,19109.42,-988.98,Excess Research,2024-06-10
M-2155,Freshfields,Associate,38.27,562.5,21525.26,3228.79,18296.47,24502.82,-2977.56,Excess Research,2025-03-01
M-1212,Freshfields,Partner,26.41,1125.0,29713.8,0.0,29713.8,25509.65,4204.15,None,2025-08-02
M-1002,Skadden,Associate,41.98,630.0,26449.24,0.0,26449.24,24012.95,2436.29,None,2025-10-14
M-2415,Linklaters,Partner,35.48,1080.0,38318.32,0.0,38318.32,34553.5,3764.82,None,2025-10-04
M-3733,Baker & McKenzie,Associate,58.28,450.0,26226.24,3933.94,22292.3,28387.18,-2160.94,Excess Research,2024-10-07
M-1882,Skadden,Associate,61.97,630.0,39038.28,0.0,39038.28,34522.36,4515.92,None,2024-09-15
M-3668,Skadden,Associate,12.53,630.0,7895.62,0.0,7895.62,7496.0,399.61,None,2025-11-24
M-2294,Allen & Overy,Associate,44.47,540.0,24015.4,4803.08,19212.32,26815.83,-2800.44,Travel Billing,2026-01-03
M-1559,Linklaters,Associate,30.9,540.0,16685.37,3337.07,13348.29,17059.39,-374.02,Travel Billing,2024-04-03
M-2113,Hogan Lovells,Partner,22.35,990.0,22131.12,4426.22,17704.9,22842.18,-711.06,Travel Billing,2025-08-04
M-1944,Allen & Overy,Partner,64.03,1080.0,69149.21,10372.38,58776.82,75766.32,-6617.11,Excess Research,2024-08-23
M-2249,DLA Piper,Associate,35.3,472.5,16679.97,2501.99,14177.97,18359.68,-1679.72,Excess Research,2025-06-15
M-2344,Skadden,Associate,48.32,630.0,30439.71,4565.96,25873.75,29859.24,580.47,Excess Research,2025-11-25
M-2662,Allen & Overy,Associate,48.55,540.0,26214.34,3932.15,22282.19,31117.29,-4902.95,Excess Research,2025-10-20
M-1638,Freshfields,Associate,49.48,562.5,27833.54,0.0,27833.54,32390.26,-4556.72,None,2025-04-16
M-3891,Skadden,Associate,36.01,630.0,22685.94,0.0,22685.94,20039.89,2646.04,None,2024-12-27
M-3999,Freshfields,Associate,50.31,562.5,28300.83,5660.17,22640.66,30853.74,-2552.91,Travel Billing,2024-07-13
M-3665,Freshfields,Associate,25.97,562.5,14607.69,2191.15,12416.53,13592.23,1015.46,Excess Research,2024-06-04
M-2458,Clifford Chance,Partner,35.12,1170.0,41090.19,6163.53,34926.66,45578.07,-4487.88,Excess Research,2024-12-04
M-1481,Hogan Lovells,Associate,19.35,495.0,9578.71,0.0,9578.71,10162.35,-583.64,None,2024-10-16
M-2084,White & Case,Associate,40.89,517.5,21161.12,4232.22,16928.89,17663.19,3497.93,Travel Billing,2025-01-31
M-2602,White & Case,Associate,18.9,517.5,9779.48,1466.92,8312.56,10819.1,-1039.62,Excess Research,2025-09-27
M-3376,Allen & Overy,Associate,38.62,540.0,20852.13,3127.82,17724.31,24029.98,-3177.85,Excess Research,2025-11-30
M-2025,DLA Piper,Associate,43.03,472.5,20331.56,3049.73,17281.82,18804.44,1527.12,Excess Research,2024-08-20
M-1153,Latham & Watkins,Associate,46.23,607.5,28084.37,4212.66,23871.71,30688.3,-2603.93,Excess Research,2024-08-28
M-3720,Allen & Overy,Partner,35.72,1080.0,38578.39,7715.68,30862.71,42097.32,-3518.94,Travel Billing,2025-08-01
M-1107,Allen & Overy,Partner,19.08,1080.0,20602.59,0.0,20602.59,21195.35,-592.76,None,2025-09-22
M-2963,DLA Piper,Partner,13.97,945.0,13202.08,2640.42,10561.66,13620.3,-418.22,Travel Billing,2024-11-30
M-3533,Skadden,Associate,21.66,630.0,13644.1,2046.62,11597.49,15332.8,-1688.7,Excess Research,2025-10-18
M-1469,Linklaters,Partner,46.21,1080.0,49902.7,7485.4,42417.29,52558.26,-2655.56,Excess Research,2025-05-29
M-1085,White & Case,Partner,61.16,1035.0,63301.06,0.0,63301.06,53890.37,9410.69,None,2024-10-10
M-2371,Freshfields,Partner,47.83,1125.0,53810.95,8071.64,45739.31,44261.44,9549.52,Excess Research,2025-09-14
M-1845,Latham & Watkins,Partner,50.2,1215.0,60998.13,9149.72,51848.41,63929.88,-2931.75,Excess Research,2026-01-26
