request_id,matter_id,request_type,priority,automation_used,review_time_days,sla_target_days,sla_met
R-5021,M-1714,Employment Issue,High,Yes,6,7,True
R-5022,M-3901,Employment Issue,Low,No,2,7,True
R-5023,M-2387,Vendor Contract,High,Yes,5,5,True
R-5024,M-2006,Employment Issue,Medium,Yes,1,3,True
R-5025,M-3284,NDA,Medium,No,5,5,True
R-5026,M-1691,Regulatory Review,High,No,2,3,True
R-5027,M-3145,Regulatory Review,High,No,10,5,False
R-5028,M-1628,Vendor Contract,Low,Yes,1,3,True
R-5029,M-3783,Regulatory Review,Low,Yes,1,3,True
R-5030,M-3364,Vendor Contract,High,Yes,1,5,True
R-5031,M-3731,Employment Issue,High,No,5,3,False
R-5032,M-1951,NDA,Low,No,2,7,True
R-5033,M-2883,NDA,Low,Yes,3,7,True
R-5034,M-2337,Vendor Contract,High,No,10,3,False
R-5035,M-2672,Employment Issue,Medium,Yes,2,5,True
R-5036,M-2248,NDA,Medium,Yes,3,5,True
R-5037,M-3765,Employment Issue,High,Yes,5,5,True
R-5038,M-1898,NDA,High,No,10,3,False
R-5039,M-3141,Vendor Contract,Low,No,5,3,False
R-5040,M-2365,Vendor Contract,Low,Yes,3,7,True
R-5041,M-2357,Regulatory Review,Medium,No,2,3,True
R-5042,M-1407,Vendor Contract,Medium,Yes,1,7,True
R-5043,M-1035,Regulatory Review,Low,Yes,1,7,True
R-5044,M-2426,Vendor Contract,Low,No,10,3,False
R-5045,M-3643,Regulatory Review,Medium,Yes,3,3,True
R-5046,M-3467,NDA,Low,Yes,1,7,True
R-5047,M-2692,Employment Issue,Medium,Yes,7,3,False
R-5048,M-1695,Employment Issue,Low,Yes,3,5,True
R-5049,M-2646,Regulatory Review,Medium,Yes,1,5,True
R-5050,M-3699,Regulatory Review,Medium,Yes,3,7,True
R-5051,M-3087,Employment Issue,High,Yes,7,3,False
R-5052,M-2330,NDA,Low,Yes,6,5,False
R-5053,M-1541,Employment Issue,Medium,No,10,5,False
R-5054,M-3703,Employment Issue,Medium,Yes,7,7,True
R-5055,M-1607,NDA,Low,Yes,2,5,True
R-5056,M-3330,Employment Issue,High,No,5,5,True
R-5057,M-1998,NDA,Medium,Yes,5,3,False
R-5058,M-1781,Regulatory Review,High,No,10,5,False
R-5059,M-3576,Vendor Contract,Medium,Yes,3,7,True
R-5060,M-3668,Employment Issue,Low,Yes,5,3,False
R-5061,M-2993,Regulatory Review,Medium,Yes,1,3,True
R-5062,M-3131,NDA,Medium,Yes,3,3,True
R-5063,M-3632,Employment Issue,Low,Yes,5,5,True
R-5064,M-1225,Vendor Contract,High,Yes,3,7,True
R-5065,M-3927,Vendor Contract,Medium,Yes,5,3,False
R-5066,M-3891,NDA,High,No,5,5,True
R-5067,M-2210,Regulatory Review,High,Yes,1,3,True
R-5068,M-3167,Regulatory Review,Medium,Yes,1,3,True
R-5069,M-2207,Employment Issue,Low,Yes,7,3,False
R-5070,M-2427,Regulatory Review,High,Yes,1,3,True
R-5071,M-1983,NDA,Low,No,10,3,False
R-5072,M-2372,Employment Issue,Low,No,10,3,False
R-5073,M-3681,Vendor Contract,Medium,No,10,7,False
R-5074,M-2053,Employment Issue,High,No,10,5,False
R-5075,M-2671,Employment Issue,High,No,10,7,False
R-5076,M-1058,Regulatory Review,Medium,No,2,3,True
R-5077,M-2570,Regulatory Review,Medium,Yes,1,5,True
R-5078,M-2942,Regulatory Review,High,Yes,6,5,False
R-5079,M-1606,Employment Issue,Low,No,2,5,True
R-5080,M-1603,Vendor Contract,Low,No,10,3,False
R-5081,M-3927,NDA,High,No,10,7,False
R-5082,M-2447,Employment Issue,Low,No,10,7,False
R-5083,M-1031,NDA,Medium,No,5,7,True
R-5084,M-3300,NDA,Medium,No,5,3,False
R-5085,M-3525,Vendor Contract,Low,No,5,3,False
R-5086,M-1451,Employment Issue,High,Yes,1,3,True
R-5087,M-1946,Employment Issue,Medium,No,5,5,True
R-5088,M-2899,Vendor Contract,High,No,2,5,True
R-5089,M-3147,Employment Issue,High,Yes,1,5,True
R-5090,M-1838,NDA,High,Yes,3,5,True
R-5091,M-1627,NDA,High,Yes,7,3,False
R-5092,M-3813,NDA,Medium,No,10,7,False
R-5093,M-1665,Vendor Contract,High,Yes,3,5,True
R-5094,M-1633,NDA,Medium,Yes,2,5,True
R-5095,M-3402,NDA,Low,Yes,3,3,True
R-5096,M-1657,NDA,Medium,Yes,5,5,True
R-5097,M-3254,Vendor Contract,High,No,5,3,False
R-5098,M-3018,Employment Issue,Low,Yes,7,5,False
R-5099,M-1550,NDA,Medium,Yes,1,7,True
R-5100,M-3609,NDA,High,No,2,5,True
R-5101,M-1882,Regulatory Review,High,No,10,5,False
R-5102,M-1783,NDA,High,No,5,5,True
R-5103,M-1340,NDA,Medium,No,2,5,True
R-5104,M-2725,Vendor Contract,Low,No,5,5,True
R-5105,M-2239,Employment Issue,High,No,5,3,False
R-5106,M-2057,Employment Issue,Medium,No,2,7,True
R-5107,M-1528,Vendor Contract,Low,Yes,5,3,False
R-5108,M-3735,Regulatory Review,Medium,No,5,3,False
R-5109,M-2549,NDA,High,Yes,1,7,True
R-5110,M-3507,Employment Issue,High,Yes,1,5,True
R-5111,M-2593,Vendor Contract,High,No,10,5,False
R-5112,M-3150,Employment Issue,Low,No,10,3,False
R-5113,M-3384,Regulatory Review,High,No,10,3,False
R-5114,M-2049,Regulatory Review,Medium,Yes,1,3,True
R-5115,M-1765,NDA,High,Yes,1,7,True
R-5116,M-2409,Regulatory Review,Medium,Yes,3,5,True
R-5117,M-1865,Employment Issue,Low,Yes,1,7,True
R-5118,M-3802,Vendor Contract,High,Yes,1,7,True
R-5119,M-1424,NDA,Medium,Yes,5,5,True
R-5120,M-2338,Regulatory Review,Low,No,10,3,False
R-5121,M-2514,Vendor Contract,High,No,2,3,True
R-5122,M-1691,Vendor Contract,High,No,2,3,True
R-5123,M-3944,Regulatory Review,Medium,No,2,7,True
R-5124,M-2571,NDA,High,Yes,1,7,True
R-5125,M-1517,NDA,Medium,Yes,1,3,True
R-5126,M-2346,Vendor Contract,Low,Yes,7,7,True
R-5127,M-1041,NDA,Medium,No,10,5,False
R-5128,M-1445,NDA,Medium,Yes,3,7,True
R-5129,M-2901,NDA,Medium,No,10,5,False
R-5130,M-3547,Regulatory Review,Medium,Yes,1,3,True
R-5131,M-3081,NDA,Low,Yes,3,7,True
R-5132,M-1321,NDA,Low,No,10,5,False
R-5133,M-2467,NDA,Medium,No,2,7,True
R-5134,M-1894,Vendor Contract,Medium,Yes,2,3,True
R-5135,M-3828,Regulatory Review,Medium,Yes,7,3,False
R-5136,M-1530,NDA,Low,No,2,5,True
R-5137,M-3540,NDA,Low,No,2,5,True
R-5138,M-3148,Employment Issue,Medium,Yes,1,7,True
R-5139,M-3775,Vendor Contract,High,Yes,1,7,True
R-5140,M-3622,Regulatory Review,Low,No,10,7,False
R-5141,M-1492,Regulatory Review,Medium,Yes,6,5,False
R-5142,M-2650,Employment Issue,High,Yes,3,3,True
R-5143,M-2618,Vendor Contract,Low,Yes,2,5,True
R-5144,M-1385,Regulatory Review,High,Yes,2,3,True
R-5145,M-1647,Regulatory Review,Medium,Yes,6,5,False
R-5146,M-2972,NDA,High,Yes,1,3,True
R-5147,M-2349,NDA,High,No,2,3,True
R-5148,M-3615,Regulatory Review,Low,Yes,2,3,True
R-5149,M-1141,Regulatory Review,High,Yes,3,5,True
R-5150,M-1209,Regulatory Review,Medium,No,10,3,False
R-5151,M-1793,Vendor Contract,Medium,Yes,3,7,True
R-5152,M-1089,NDA,Medium,No,10,7,False
R-5153,M-1839,Vendor Contract,Medium,Yes,3,3,True
R-5154,M-3929,Vendor Contract,Medium,Yes,3,7,True
R-5155,M-2947,Employment Issue,Medium,No,5,7,True
R-5156,M-3203,Employment Issue,Medium,Yes,1,7,True
R-5157,M-1221,Regulatory Review,Low,Yes,1,3,True
R-5158,M-3990,Regulatory Review,Low,No,5,5,True
R-5159,M-2885,NDA,Medium,No,2,3,True
R-5160,M-1519,Regulatory Review,Low,No,2,7,True
R-5161,M-2800,Employment Issue,High,No,2,3,True
R-5162,M-3981,Employment Issue,High,No,2,5,True
R-5163,M-3101,Vendor Contract,Low,Yes,1,3,True
R-5164,M-3159,Vendor Contract,Medium,Yes,1,7,True
R-5165,M-3240,Regulatory Review,Medium,No,10,3,False
R-5166,M-1016,Vendor Contract,High,No,2,7,True
R-5167,M-3696,NDA,Low,Yes,7,7,True
R-5168,M-2966,Vendor Contract,Medium,No,2,7,True
R-5169,M-3496,Employment Issue,Medium,Yes,5,3,False
R-5170,M-3531,Vendor Contract,Medium,No,2,3,True
R-5171,M-2957,NDA,High,No,10,3,False
R-5172,M-2709,NDA,Low,Yes,1,3,True
R-5173,M-1785,NDA,Medium,Yes,1,5,True
R-5174,M-1744,Regulatory Review,High,Yes,6,5,False
R-5175,M-2487,Vendor Contract,Low,No,5,3,False
R-5176,M-3692,Vendor Contract,Low,Yes,1,7,True
R-5177,M-2391,NDA,Low,No,10,5,False
R-5178,M-1128,Regulatory Review,Low,No,5,3,False
R-5179,M-3533,Vendor Contract,Low,No,5,5,True
R-5180,M-3464,NDA,Low,No,5,5,True
R-5181,M-1440,NDA,Low,Yes,1,5,True
R-5182,M-2079,Regulatory Review,Low,No,2,3,True
R-5183,M-3991,NDA,High,No,10,3,False
R-5184,M-3333,Regulatory Review,High,Yes,6,7,True
R-5185,M-1656,Regulatory Review,High,Yes,2,3,True
R-5186,M-3073,Regulatory Review,Low,Yes,1,5,True
R-5187,M-2205,Employment Issue,Low,No,2,5,True
R-5188,M-3272,Vendor Contract,Medium,No,10,7,False
R-5189,M-2045,Regulatory Review,Medium,No,2,5,True
R-5190,M-2353,Employment Issue,Medium,No,2,5,True
R-5191,M-1901,Regulatory Review,High,No,10,7,False
R-5192,M-2900,Regulatory Review,High,Yes,1,5,True
R-5193,M-2571,NDA,High,Yes,3,5,True
R-5194,M-3098,Vendor Contract,Low,No,10,3,False
R-5195,M-1781,Regulatory Review,High,Yes,2,3,True
R-5196,M-2108,Vendor Contract,High,Yes,7,7,True
R-5197,M-3848,NDA,Medium,Yes,1,3,True
R-5198,M-1114,Vendor Contract,Medium,No,5,3,False
R-5199,M-2585,NDA,Medium,No,10,3,False
R-5200,M-2346,Employment Issue,Medium,No,2,7,True
R-5201,M-3976,NDA,High,Yes,2,7,True
R-5202,M-1469,Regulatory Review,High,No,10,3,False
R-5203,M-1978,Regulatory Review,Medium,No,10,7,False
R-5204,M-3173,Employment Issue,Medium,No,2,5,True
R-5205,M-3976,Employment Issue,Low,Yes,1,7,True
R-5206,M-2873,Vendor Contract,Low,No,5,3,False
R-5207,M-3716,Vendor Contract,Medium,No,5,7,True
R-5208,M-2125,NDA,High,No,2,3,True
R-5209,M-3055,NDA,Low,No,2,3,True
R-5210,M-1105,Regulatory Review,High,No,10,3,False
R-5211,M-2454,NDA,Medium,No,5,5,True
R-5212,M-3262,Vendor Contract,Medium,Yes,1,7,True
R-5213,M-3178,Vendor Contract,High,No,10,5,False
R-5214,M-3920,Regulatory Review,Low,Yes,3,5,True
R-5215,M-2745,Vendor Contract,High,No,10,5,False
R-5216,M-1578,NDA,High,Yes,6,5,False
R-5217,M-3532,Regulatory Review,Low,No,5,7,True
R-5218,M-2464,Vendor Contract,Medium,No,10,7,False
R-5219,M-3222,Regulatory Review,High,Yes,3,5,True
R-5220,M-1536,Regulatory Review,Medium,Yes,1,7,True
R-5221,M-1499,Vendor Contract,High,No,10,3,False
R-5222,M-1542,Employment Issue,Low,No,2,5,True
R-5223,M-2669,NDA,Medium,No,5,7,True
R-5224,M-1026,Regulatory Review,Low,No,10,5,False
R-5225,M-1935,Regulatory Review,Medium,No,2,5,True
R-5226,M-2725,Regulatory Review,Medium,No,2,3,True
R-5227,M-3993,NDA,Low,No,10,7,False
R-5228,M-2480,NDA,High,No,2,3,True
R-5229,M-2228,Employment Issue,High,Yes,6,7,True
R-5230,M-2747,Employment Issue,Low,Yes,1,3,True
R-5231,M-3996,Vendor Contract,Low,Yes,1,5,True
R-5232,M-1892,NDA,High,No,2,7,True
R-5233,M-2188,Regulatory Review,Low,No,2,3,True
R-5234,M-3669,NDA,High,Yes,7,3,False
R-5235,M-1889,Employment Issue,Low,No,2,7,True
R-5236,M-2087,Employment Issue,High,Yes,5,5,True
R-5237,M-1919,NDA,High,No,5,3,False
R-5238,M-2417,NDA,High,Yes,3,5,True
R-5239,M-1135,Regulatory Review,Low,No,2,3,True
R-5240,M-3266,Employment Issue,High,No,2,5,True
R-5241,M-2906,NDA,Low,Yes,3,7,True
R-5242,M-2273,NDA,Low,Yes,2,7,True
R-5243,M-1112,Employment Issue,Low,No,5,5,True
R-5244,M-3088,NDA,Low,No,5,5,True
R-5245,M-3287,Regulatory Review,Low,Yes,2,3,True
R-5246,M-3751,Employment Issue,High,No,2,3,True
R-5247,M-3875,Employment Issue,High,Yes,7,5,False
R-5248,M-3957,Regulatory Review,Low,Yes,3,7,True
R-5249,M-2920,Regulatory Review,Medium,No,5,3,False
R-5250,M-2738,Vendor Contract,High,No,2,3,True
R-5251,M-2040,Vendor Contract,High,Yes,1,7,True
R-5252,M-2504,Vendor Contract,Medium,No,10,7,False
R-5253,M-2174,Employment Issue,Low,Yes,1,7,True
R-5254,M-1368,Vendor Contract,Medium,No,2,5,True
R-5255,M-1378,Employment Issue,Low,Yes,3,7,True
R-5256,M-3435,Employment Issue,Low,No,5,5,True
R-5257,M-1796,Regulatory Review,High,No,5,3,False
R-5258,M-3889,Regulatory Review,Medium,Yes,2,7,True
R-5259,M-1441,Employment Issue,High,Yes,3,5,True
R-5260,M-2274,Vendor Contract,Low,Yes,3,7,True
R-5261,M-1183,Regulatory Review,Low,Yes,1,5,True
R-5262,M-1296,NDA,High,Yes,3,5,True
R-5263,M-3958,Employment Issue,Low,Yes,3,5,True
R-5264,M-1743,Regulatory Review,High,No,2,3,True
R-5265,M-2982,Employment Issue,Low,Yes,1,7,True
R-5266,M-2309,Vendor Contract,Medium,No,10,3,False
R-5267,M-2362,Regulatory Review,Low,Yes,1,5,True
R-5268,M-2182,NDA,Low,No,2,7,True
R-5269,M-2633,Employment Issue,Medium,Yes,1,7,True
R-5270,M-1281,Employment Issue,Low,No,5,7,True
R-5271,M-2694,Vendor Contract,Low,Yes,5,3,False
R-5272,M-1819,Regulatory Review,Low,Yes,1,5,True
R-5273,M-2858,Regulatory Review,Low,Yes,1,3,True
R-5274,M-1318,Regulatory Review,Low,No,10,5,False
R-5275,M-3609,Regulatory Review,Medium,Yes,1,3,True
R-5276,M-1700,Vendor Contract,Medium,No,5,5,True
R-5277,M-2734,Regulatory Review,Low,No,2,7,True
R-5278,M-1149,Employment Issue,Low,Yes,6,3,False
R-5279,M-3989,NDA,High,Yes,1,5,True
R-5280,M-1224,Vendor Contract,High,No,10,7,False
R-5281,M-1563,Employment Issue,Medium,Yes,5,7,True
R-5282,M-3428,Vendor Contract,High,Yes,1,7,True
R-5283,M-1734,Vendor Contract,High,Yes,6,7,True
R-5284,M-3931,NDA,Medium,No,10,7,False
R-5285,M-2554,Employment Issue,Medium,No,5,7,True
R-5286,M-2295,Employment Issue,High,No,10,5,False
R-5287,M-1490,Vendor Contract,Medium,No,5,5,True
R-5288,M-3339,Employment Issue,Medium,Yes,5,5,True
R-5289,M-3171,Vendor Contract,High,No,5,3,False
R-5290,M-3507,Employment Issue,Medium,No,2,5,True
R-5291,M-3888,Vendor Contract,High,No,10,7,False
R-5292,M-3671,NDA,Low,No,5,5,True
R-5293,M-1365,Vendor Contract,High,No,5,5,True
R-5294,M-1706,Employment Issue,High,Yes,1,5,True
R-5295,M-3922,Employment Issue,Low,Yes,3,7,True
R-5296,M-1490,Regulatory Review,High,Yes,2,3,True
R-5297,M-2547,Vendor Contract,Medium,Yes,5,3,False
R-5298,M-3667,Employment Issue,High,No,10,5,False
R-5299,M-3633,NDA,Medium,Yes,1,5,True
R-5300,M-3803,Regulatory Review,High,No,10,3,False
R-5301,M-3359,NDA,Medium,Yes,3,3,True
R-5302,M-3030,Employment Issue,Medium,No,5,3,False
R-5303,M-2282,NDA,Medium,Yes,5,7,True
R-5304,M-1886,Employment Issue,Low,No,10,7,False
R-5305,M-2602,Vendor Contract,Medium,No,2,5,True
R-5306,M-2591,Regulatory Review,Low,Yes,6,7,True
R-5307,M-2226,Regulatory Review,Medium,Yes,7,3,False
R-5308,M-1800,Employment Issue,Low,No,5,5,True
R-5309,M-2583,Employment Issue,Medium,No,2,3,True
R-5310,M-2638,Regulatory Review,Medium,Yes,6,7,True
R-5311,M-2572,NDA,High,Yes,1,7,True
R-5312,M-1354,NDA,Low,Yes,1,7,True
R-5313,M-1349,NDA,Low,No,10,3,False
R-5314,M-3088,Regulatory Review,Medium,No,5,7,True
R-5315,M-3756,Employment Issue,Medium,Yes,7,5,False
R-5316,M-3174,Regulatory Review,Low,Yes,1,3,True
R-5317,M-2393,NDA,Low,Yes,2,7,True
R-5318,M-2950,Vendor Contract,Low,Yes,7,3,False
R-5319,M-2069,NDA,Low,Yes,5,3,False
R-5320,M-2573,Regulatory Review,Medium,Yes,3,7,True
R-5321,M-3079,Vendor Contract,Medium,Yes,7,5,False
R-5322,M-1439,Employment Issue,High,Yes,3,3,True
R-5323,M-1213,Employment Issue,High,Yes,2,5,True
R-5324,M-1182,Vendor Contract,Medium,Yes,1,5,True
R-5325,M-3995,Vendor Contract,High,Yes,6,7,True
R-5326,M-1176,NDA,Low,Yes,2,7,True
R-5327,M-2085,Employment Issue,Medium,No,2,3,True
R-5328,M-2994,Employment Issue,High,No,5,7,True
R-5329,M-2236,NDA,High,No,5,5,True
R-5330,M-1066,NDA,Low,Yes,3,5,True
R-5331,M-1897,NDA,Low,Yes,1,3,True
R-5332,M-3908,Regulatory Review,Medium,No,5,5,True
R-5333,M-2530,Employment Issue,Medium,No,2,5,True
R-5334,M-2080,NDA,High,Yes,3,7,True
R-5335,M-2952,Vendor Contract,High,No,5,5,True
R-5336,M-3307,NDA,Medium,No,10,7,False
R-5337,M-2190,Vendor Contract,Low,Yes,1,7,True
R-5338,M-2874,Employment Issue,High,Yes,3,3,True
R-5339,M-3926,Regulatory Review,Medium,No,5,7,True
R-5340,M-3162,Vendor Contract,Medium,Yes,3,3,True
R-5341,M-1779,NDA,High,No,10,7,False
R-5342,M-2595,Employment Issue,Low,No,2,7,True
R-5343,M-1257,NDA,Medium,Yes,1,5,True
R-5344,M-1421,Employment Issue,High,No,10,3,False
R-5345,M-3497,NDA,High,No,5,7,True
R-5346,M-2125,Employment Issue,Low,Yes,2,3,True
R-5347,M-1777,NDA,High,Yes,1,3,True
R-5348,M-1643,NDA,Low,Yes,5,5,True
R-5349,M-1398,Vendor Contract,Low,No,10,7,False
R-5350,M-2215,Employment Issue,Low,Yes,3,5,True
R-5351,M-1786,Regulatory Review,High,No,10,7,False
R-5352,M-1393,Vendor Contract,Low,Yes,1,5,True
R-5353,M-3718,Employment Issue,Low,No,2,7,True
R-5354,M-2845,Vendor Contract,Low,Yes,1,3,True
R-5355,M-2328,Vendor Contract,Low,No,2,7,True
R-5356,M-1108,Regulatory Review,Low,Yes,1,5,True
R-5357,M-3682,Employment Issue,Low,Yes,6,7,True
R-5358,M-2474,Vendor Contract,Low,Yes,3,7,True
R-5359,M-1565,Employment Issue,High,No,5,3,False
R-5360,M-2699,Vendor Contract,Low,No,5,3,False
R-5361,M-2604,Employment Issue,Low,No,5,5,True
R-5362,M-1569,Vendor Contract,Medium,Yes,7,7,True
R-5363,M-1660,Employment Issue,High,Yes,1,7,True
R-5364,M-2292,Regulatory Review,Low,Yes,3,7,True
R-5365,M-3050,NDA,Low,Yes,7,7,True
R-5366,M-1575,NDA,High,Yes,3,7,True
R-5367,M-2432,Vendor Contract,Medium,No,5,5,True
R-5368,M-2917,Vendor Contract,Medium,No,10,5,False
R-5369,M-2075,NDA,High,Yes,2,7,True
R-5370,M-1444,Vendor Contract,Low,No,10,7,False
R-5371,M-1271,NDA,Low,Yes,1,7,True
R-5372,M-3107,Employment Issue,Medium,No,10,3,False
R-5373,M-3443,Employment Issue,Medium,No,2,3,True
R-5374,M-3537,Vendor Contract,Medium,No,2,5,True
R-5375,M-3129,Employment Issue,Low,No,10,5,False
R-5376,M-1937,Vendor Contract,High,Yes,1,5,True
R-5377,M-2083,Employment Issue,Low,Yes,1,3,True
R-5378,M-2763,Vendor Contract,High,No,5,3,False
R-5379,M-2479,Regulatory Review,High,No,2,7,True
R-5380,M-1310,NDA,Low,No,10,7,False
R-5381,M-1558,Regulatory Review,Medium,Yes,5,5,True
R-5382,M-1760,Regulatory Review,Medium,No,5,3,False
R-5383,M-2388,Regulatory Review,Low,Yes,3,3,True
R-5384,M-1742,Regulatory Review,Medium,Yes,7,5,False
R-5385,M-1982,Vendor Contract,High,Yes,5,3,False
R-5386,M-1849,NDA,Low,Yes,3,7,True
R-5387,M-3188,Regulatory Review,Low,Yes,1,3,True
R-5388,M-3146,Vendor Contract,High,Yes,1,5,True
R-5389,M-1748,NDA,High,No,2,3,True
R-5390,M-1583,Vendor Contract,Low,No,5,3,False
R-5391,M-1932,Regulatory Review,Medium,No,10,3,False
R-5392,M-3324,NDA,High,No,2,5,True
R-5393,M-2678,Regulatory Review,Medium,Yes,6,3,False
R-5394,M-2953,NDA,High,Yes,7,5,False
R-5395,M-2395,Vendor Contract,Medium,No,2,3,True
R-5396,M-1337,Employment Issue,Medium,No,10,7,False
R-5397,M-3326,Regulatory Review,Medium,Yes,6,5,False
R-5398,M-3487,Vendor Contract,Low,No,2,7,True
R-5399,M-2929,Employment Issue,High,Yes,1,7,True
R-5400,M-2679,Regulatory Review,Medium,No,2,7,True
R-5401,M-3794,Regulatory Review,Low,No,5,3,False
R-5402,M-2317,Employment Issue,Low,Yes,1,3,True
R-5403,M-1967,Employment Issue,Medium,Yes,1,5,True
R-5404,M-2954,Regulatory Review,Low,Yes,1,7,True
R-5405,M-1862,Regulatory Review,High,Yes,7,5,False
R-5406,M-3447,NDA,Medium,Yes,6,5,False
R-5407,M-2002,Vendor Contract,High,No,2,5,True
R-5408,M-1772,Regulatory Review,Medium,No,10,5,False
R-5409,M-1452,NDA,High,No,5,3,False
R-5410,M-3419,Regulatory Review,Medium,No,2,7,True
R-5411,M-1387,Employment Issue,Low,Yes,3,5,True
R-5412,M-1006,Employment Issue,Low,No,2,3,True
R-5413,M-2825,Vendor Contract,High,No,2,3,True
R-5414,M-3935,NDA,High,Yes,3,3,True
R-5415,M-2860,NDA,Low,No,2,5,True
R-5416,M-2602,NDA,High,No,5,7,True
R-5417,M-2388,Vendor Contract,Low,Yes,3,7,True
R-5418,M-1975,Regulatory Review,High,No,2,7,True
R-5419,M-2542,Employment Issue,High,No,2,3,True
R-5420,M-2126,Employment Issue,High,Yes,1,3,True
R-5421,M-2176,NDA,High,No,10,5,False
R-5422,M-2491,Vendor Contract,Low,No,5,7,True
R-5423,M-1413,Vendor Contract,Medium,Yes,6,7,True
R-5424,M-3362,NDA,Medium,No,10,7,False
R-5425,M-3128,Regulatory Review,Low,No,2,5,True
R-5426,M-1740,Vendor Contract,Low,No,5,3,False
R-5427,M-3010,NDA,High,Yes,1,7,True
R-5428,M-2401,Regulatory Review,Medium,No,10,5,False
R-5429,M-1120,Regulatory Review,Medium,Yes,7,7,True
R-5430,M-2119,NDA,Medium,No,5,3,False
R-5431,M-2519,NDA,Medium,No,2,5,True
R-5432,M-3253,Vendor Contract,Low,No,10,7,False
R-5433,M-2067,NDA,High,No,5,7,True
R-5434,M-1491,Regulatory Review,High,Yes,7,7,True
R-5435,M-3654,Regulatory Review,Low,Yes,3,3,True
R-5436,M-3533,NDA,Low,Yes,1,3,True
R-5437,M-2404,NDA,Low,No,2,5,True
R-5438,M-2855,Regulatory Review,Medium,No,5,7,True
R-5439,M-2039,Regulatory Review,Low,No,5,7,True
R-5440,M-2126,Vendor Contract,Low,No,10,3,False
R-5441,M-2184,NDA,Low,No,5,7,True
R-5442,M-2413,Regulatory Review,Medium,Yes,1,7,True
R-5443,M-3162,Vendor Contract,Medium,Yes,1,3,True
R-5444,M-1086,Vendor Contract,High,No,10,3,False
R-5445,M-1791,NDA,High,No,5,3,False
R-5446,M-3889,NDA,High,No,5,5,True
R-5447,M-2773,Regulatory Review,Medium,No,2,3,True
R-5448,M-3666,Regulatory Review,Medium,Yes,6,5,False
R-5449,M-3062,Regulatory Review,High,No,10,5,False
R-5450,M-3574,NDA,Medium,Yes,2,3,True
R-5451,M-1783,Employment Issue,Low,No,2,5,True
R-5452,M-1502,Regulatory Review,High,Yes,5,5,True
R-5453,M-1055,Regulatory Review,High,Yes,7,3,False
R-5454,M-2031,Employment Issue,High,Yes,3,7,True
R-5455,M-1460,Employment Issue,Low,No,10,7,False
R-5456,M-1297,Employment Issue,Low,No,2,7,True
R-5457,M-3266,Regulatory Review,High,Yes,1,7,True
R-5458,M-1674,NDA,High,Yes,7,7,True
R-5459,M-3597,Vendor Contract,Medium,No,10,7,False
R-5460,M-1453,Regulatory Review,Low,Yes,3,7,True
R-5461,M-2864,Vendor Contract,Medium,No,5,5,True
R-5462,M-1912,Regulatory Review,Low,No,10,3,False
R-5463,M-1005,Employment Issue,Low,No,2,7,True
R-5464,M-3843,Employment Issue,High,No,5,5,True
R-5465,M-1577,NDA,Low,Yes,5,5,True
R-5466,M-3287,Employment Issue,Low,Yes,6,5,False
R-5467,M-1613,Vendor Contract,Low,Yes,3,3,True
R-5468,M-2052,Vendor Contract,Low,No,2,7,True
R-5469,M-1084,Employment Issue,Low,No,2,7,True
R-5470,M-1914,Vendor Contract,Low,No,2,5,True
R-5471,M-1018,Regulatory Review,High,Yes,3,7,True
R-5472,M-1461,Regulatory Review,Low,No,2,5,True
R-5473,M-2354,Regulatory Review,Medium,No,2,5,True
R-5474,M-3565,Employment Issue,Low,No,5,5,True
R-5475,M-3337,Vendor Contract,High,Yes,3,7,True
R-5476,M-3878,Vendor Contract,Medium,No,5,5,True
R-5477,M-1619,NDA,Medium,Yes,7,5,False
R-5478,M-3068,NDA,Low,No,10,3,False
R-5479,M-1702,Regulatory Review,Low,Yes,1,7,True
R-5480,M-3126,Employment Issue,High,No,5,3,False
R-5481,M-3830,Vendor Contract,Medium,No,5,3,False
R-5482,M-2712,Vendor Contract,Medium,No,10,7,False
R-5483,M-1489,Employment Issue,Medium,No,2,7,True
R-5484,M-3447,Regulatory Review,Medium,No,2,7,True
R-5485,M-3906,Employment Issue,Medium,No,10,3,False
R-5486,M-1922,Vendor Contract,Low,No,5,7,True
R-5487,M-1673,Vendor Contract,Low,Yes,5,3,False
R-5488,M-1859,Vendor Contract,Medium,No,5,3,False
R-5489,M-1743,Employment Issue,Low,Yes,3,7,True
R-5490,M-3478,Regulatory Review,High,Yes,2,3,True
R-5491,M-1089,Employment Issue,High,Yes,2,3,True
R-5492,M-2765,Employment Issue,High,No,5,5,True
R-5493,M-1604,Vendor Contract,Low,Yes,1,5,True
R-5494,M-1250,NDA,Medium,Yes,1,7,True
R-5495,M-3279,Regulatory Review,Low,Yes,6,7,True
R-5496,M-3840,Regulatory Review,High,No,2,3,True
R-5497,M-1563,NDA,Medium,No,2,5,True
R-5498,M-2253,Employment Issue,Medium,No,2,3,True
R-5499,M-3200,Regulatory Review,Low,No,5,5,True
R-5500,M-2006,Regulatory Review,High,Yes,1,5,True
R-5501,M-1271,Employment Issue,Medium,Yes,5,3,False
R-5502,M-2029,Employment Issue,High,Yes,1,5,True
R-5503,M-3800,Employment Issue,Medium,No,5,3,False
R-5504,M-2127,Regulatory Review,Medium,No,10,7,False
R-5505,M-2508,Employment Issue,High,No,2,7,True
R-5506,M-3920,Employment Issue,Low,Yes,3,3,True
